content,subject,sentiment_value,score
平稳平稳,价格,1,5
座椅不太舒服可能是车子的通病问了几个司机都说跑长途下来那个累阿空调的话制冷很快很给力,舒适性,1,5
非常够用,空间,0,4
刚买车子不到一个星期将车借给别人后由于使用不当将倒档齿轮打坏倒车出现咯噔咯噔的响声到4S店希望走保修谁知4s说车子倒档齿轮不在保修范围我靠欺人太甚打400电话多个得知倒档轮为易损件不保修就是不保修换原厂倒档齿轮等配件修好花了近7000大米今年3.15出现自动变速箱问题看来不是偶然事件那是必然的哼！,动力,1,5
不错平常我开车都6070左右高速130140不费劲主要也不敢开太快转数高烧机油啊估计大修一次能好,动力,1,5
也行不错,价格,1,5
内部很大一家四口坐进去松松的后备箱再装上去老家带回来的土特产整个后备箱塞得满满的在紧凑车型里算是大的了,空间,0,4
我的车是12款伙伴但可选项目没有这次是重写的选了典藏在此声明....买这台车之前考虑过其他品牌的车型一般4S没驾照不让试驾那时候我还没拿照就在店里的院内试过其他品牌车子跟车子相比同价位的车车子起步什么的最适合新手了没什么难度很容易上手如果是新手买车推荐车子上手快伙伴的还算可以没气囊也挺好注意系安全带就可以了ABS和制分配都有了安全上还算可以了毕竟价位不高很多人反映的异响了什么的我的还没出现有待后期观察毕竟新车开的太少质量上的毛病暂时还没遇到希望,价格,1,5
够用尤其后备箱,舒适性,0,4
满意感觉现在的车设计的太大众化都跟风走一样没创意不如车子,外观,1,5
稳定性也好,价格,0,4
方向苍空准确意,价格,1,5
充足稳底盘扎实,内饰,1,5
比较喜欢这款12款前卫的黑米搭配漂亮！,内饰,0,4
很满意,价格,1,5
大众样,外观,0,4
方向盘硬,操控,0,4
够用,动力,0,4
低配,配置,0,4
高,价格,0,4
非常舒服嘛宽敞明亮车高也不错进去不会撞到门上而且后排坐4个不太胖的人都可以后备箱也很大随便放东西只要不是做生意拉货基本家用的话怎么装都是可以的过年回去还可以装一大车东西上来,空间,0,4
因为才跑了5000多公里没首保虽然在县城但上班开的不多主要是假期旅游综合路况满载开空调没超过7升百公里5.476.79还算比较满意和自豪,配置,0,4
车子车的应该说是绝对的够用除非你拿它去飙车日常家用市区高速绝对够用,动力,0,4
本车是标配灰色织物个人认为做工较好,内饰,0,4
没得说1.6排量的没有比车子加速更快的了,动力,0,4
买这车就冲着来的看好老车子的样式很久了加100分都说车子不好看我看10款的车子还是蛮酷的身为一个90后开着这车出去也不丢人,外观,0,4
就一乞丐版代步车不过大从给车主留下丰富的diy你可以捣腾出与众不同的车子中控全景很喜欢车子的简便虽然有点老土,内饰,0,4
一家四口坐进去松松的后备箱买满土特产也可以车子的表现方面我是很满意的至少领导坐了这么久都没说什么辛苦不舒服的我个人感觉驾驶舱的也恰好无论是腿部头部抑或是横向的都很满意,空间,1,5
一档二档不太流畅五档太靠右胳膊短了得歪着身子才能推上这点老婆特别有意见还有后窗的玻璃升降能否改到前边很不方便有时候熄了火后如果后窗不关的话还得插上钥匙得不得不的跑到后边关上太费劲提速相当的快十足大众车就是欧系车1.6排量强劲只不过国内最高限速120要是在人家大众我稍微以加速还不到150以上淋漓痛快,操控,0,4
平均8个多油比较满意市内的话跑不起来再加上上下班堵车不过跑高速还是很满意的我开车的方式不是很激烈所以只能说还行,配置,0,4
中控全景中控全景,价格,1,5
1.6级别不错的,价格,1,5
车子设计经典线条硬朗整体造型刚毅朋友都说外形设计的真的很不错简洁大方一张老脸硬邦邦方方正正的身躯这是我对车子的印象,外观,1,5
设计简单内部简单但是也显得宽敞简洁后备箱容积大储物能力较好,空间,0,4
经济皮实维修保养费用一般家庭都可以接受最主要的是车子从来没有把我撂在过路上,价格,1,5
中规中矩没什么特点也没什么缺点,外观,0,4
烟灰缸是鸡肋,内饰,0,4
比较充足用料不错,空间,1,5
稳定平稳刹车有异响,操控,0,4
开空调就不谈加速了平时起步2500转以上不会寂寞,动力,0,4
后视镜加热是鸡肋,配置,0,4
这个稍贵,价格,0,4
乘坐副驾驶必须系安全带后排比较足,舒适性,0,4
低调大气喜欢12款的丹凤眼,外观,1,5
舒适版的真皮还不错啊,内饰,0,4
后备箱大我的百宝箱,空间,0,4
转向精准不过有点重悬挂有点硬,操控,0,4
1.6L加速有点肉安全行车俺也不追求推背感,动力,0,3
家用代步杠杠的,配置,0,4
性价比高小毛病少保养经济,价格,1,5
都是塑料的有点硬硬的,内饰,0,3
还行呀家用真的够了,空间,0,3
我觉得还行,操控,0,4
还行吧我是新手觉得够用了,动力,0,3
有点低了不过较好,配置,0,3
觉得还是蛮值的因为是大众的,价格,0,4
后排小噪音略大速度提上来后正副驾驶席车门后视镜板处能听到明显的风声后悬挂调教偏软后排坐满人后备箱再带点东西就塌屁股,动力,1,5
座椅不舒服从开车子开始折腾了1年换了无数个坐姿终于找到了一个相对舒服的做法了不易！本人185cm现在是将座椅拉后一些靠背略微竖直一些多少舒服点只是挂5档手要前送一点不过习惯就好了,舒适性,1,5
不多不少本人认为和开车习惯有着很大的直接关系8个油为正常当然是综合路况我开一半城里一半郊区就耗8个油高速相信会表现的更好,配置,0,4
张扬个性稳重运动,外观,0,4
朴实无华用料环保体现关爱,内饰,0,3
满足家用,空间,-1,2
还算精准但舒适度略佳,操控,0,4
表现平凡但可圈可点,动力,0,3
精简操作便利,配置,0,3
家用足矣性价比不错,价格,0,4
比起同价位车很差！,价格,0,4
的话首先用料扎实手感还好比起大众车的用料强一个档次缺点是造型过于out居然usb链接都没有连改装导航的空子也没有这点不是很满意,内饰,0,4
大马拉小车发动机强劲车身轻自然低高速67个油市区88.5左右,配置,0,4
1.4级别不错的,价格,1,5
发动机充沛推背感明显在2500转到3000转提速猛中途加速很猛,动力,1,5
很老很一般不是太喜欢,价格,1,5
这一点也很不错转向制动油门及其他车内电器都很顺手因为是经济型车所以在悬挂上座椅都很一般跟同级车比要差一些,舒适性,0,4
还算可以吧,外观,1,5
作为上下班代步车在市区使用够用低扭矩的特点值得称赞高速提速有些力不从心,动力,0,4
还算可以吧买的时候没想怎地怎地就是皮实抗造足够了,舒适性,1,5
更为时尚运动,外观,1,5
市区百公里在8升左右高速百公里在6升左右在同级别的车型里非常省油了经济实用和我的品行经济适用男相当相符,配置,1,5
运动款有很多与其他车款不同的元素非常个性,外观,0,4
做工一般偏硬视觉效果还是不错的,内饰,0,3
座椅靠背旋钮是硬伤,空间,0,4
后轮非独立悬挂是硬伤,操控,0,4
1.4t的还是非常满意的,动力,0,4
一般水平该有的都有不该有的一个都没有,配置,0,3
偏高,价格,0,4
爱车的是我的最爱那叫一个板正也是我买车一眼就看上的灰色显得稳重大气那鸟巢的龙毂那叫一个霸道总之车子的没的说就是喜欢,外观,0,4
真的很粗糙中控面板很是软材料这点值得表扬门板都是硬材料这点大众不太厚道,内饰,1,5
低调奢华有内涵,外观,1,5
中庸古朴气质浓,内饰,1,5
大气磅礴足够用,空间,1,5
灵敏稳重乖乖虎,操控,1,5
满足家用没问题,动力,0,4
质优价廉真大众,价格,1,5
方正饱满线条圆润且锋利有神,外观,1,5
简洁大方实用就好,内饰,0,3
因为是紧凑型车所以后排腿部略显不足,空间,-1,2
精准到位转向力度适中方向盘回馈感也很到位双手握在上面很有手感,操控,1,5
1.6L1.8L1.8T多种排量可供选择尤其是1.8L强劲可媲美城市小钢炮,动力,1,5
不算齐全但够用不追求奢侈,配置,0,3
维修保养成本低在同级别中不算高性价比个人认为还不错,价格,1,5
和家人一样非常喜欢12宝来个性的整车的线条优美前后互补黑色更显大气,外观,0,4
本身的价位在那乞丐版的简洁,内饰,0,3
家用足够！特别是后备箱那简直就是一绝,空间,0,4
不繁琐简洁档位咬合紧凑进出自如顺畅,操控,1,5
没的说开上他一起步便动感十足,动力,1,5
2012款1.6手动舒适,配置,0,3
超级经济家庭实用车,价格,1,5
还算厚道,内饰,0,3
可以后排略显拥挤后备箱宽敞,空间,0,3
指向精准灵活,操控,0,4
1.6的市区家用完全满足了,动力,0,3
自动挡低配后期加装导航和小配件,配置,0,3
性价比不错家庭用车首选,价格,0,4
年轻飘逸的,外观,0,4
朴实无华的,内饰,0,4
安全可靠的,操控,0,3
有无助力,动力,0,3
功能够用的,配置,0,3
八九十分还是有的,价格,0,3
趋于大众化,外观,1,5
简单大众平实,内饰,0,4
家庭够用后备箱比较大的,空间,0,4
很流畅没有不适,操控,1,5
家庭够用输出平稳,动力,0,3
同价位很好实用,配置,1,5
很高同价位的车最丰富,价格,1,5
1.6升的还是挺棒的大众车本来口碑本来就很好再加大众进口发动机高速150码一点都不飘稳定性也很好强劲有力不输现在的00后,动力,0,4
我开车可能习惯不是很好大脚油门红灯起步基本地板油了对我来说还是很多的不过平常不激烈驾驶还是可以控制在7个左右,配置,0,4
前脸霸气车尾感觉一般,外观,0,4
大众一贯风格还行,内饰,0,4
不足后排坐三人略显拥挤后备箱够大,空间,0,3
方向盘指向精准换挡明显顿挫感,操控,0,4
感觉不给力起步慢,动力,0,3
大众一般就那样吧,配置,0,4
家用的话蛮值得的第一辆代步车首选,价格,0,4
尚可长时间坐着不舒服,舒适性,0,3
尾灯很销魂当初很喜欢,外观,0,4
大众风范普通没什么亮点,内饰,0,3
一家三口刚好足够用后排座椅比较硬坐着不怎么舒适比较价位在那了,空间,0,3
悬挂有点软不怎么样毕竟是台家用车,操控,0,3
1.6的不怎么强当然舍得给油加速还是可以的,动力,0,3
最低配谈不上什么,配置,0,3
性价比还算挺高,价格,0,4
耐看,外观,0,4
简洁大方用料较为厚道,内饰,0,4
比较大比较满意,空间,0,4
指向性较好路感清晰,操控,0,4
起步稍微肉一点之后提速较快高速跑起来非常轻松,动力,0,4
虽然不是特别丰富但是够用必要的都有,配置,0,4
较为舒适但是还需进一步提升,舒适性,0,3
成熟稳重前脸不失运动性后面饱满,外观,1,5
大众的一贯作风中庸了一点没有什么运动性流线型,内饰,0,4
还是比较大的对于我们这种一般身高的人来说已经很宽敞了,空间,1,5
自如简洁没有太多的名堂,操控,1,5
很足特别是上3档推背感很强力,动力,1,5
一般吧,配置,0,3
性价比很高了只有10多万元这样的车子很值得拥有,价格,1,5
12款银色车感觉很好每天百看不厌,外观,1,5
米色比较温馨面板是金属拉丝的很舒适,内饰,0,4
前排座位比较高乘坐舒适后排足够,空间,1,5
宝来车是机械助力转向方向盘感觉比较有力度轻重合适也曾试过日韩系车子方向很轻但是感觉没有很大的力度,操控,1,5
加速性能良好注意控制换挡转速我基本在2000转左右换挡所以感觉很足,动力,1,5
我的车子是手动时尚型也就是所谓的最低配还是感觉功能足够,配置,1,5
感觉物超所值,价格,1,5
不大不小正合适同普桑比稍微小了一些但是同夏利比就实在够用了,空间,1,5
低速加速喜人基本弹射起步转速拉到3000转左右一路车轮打滑不断让人感觉有种小钢炮的感觉,动力,1,5
硬伤啊绝对的硬伤老车型就是这样那时候估计没有过多的考虑的问题不过我开车大多是代步要求也没那么苛刻,舒适性,0,4
时尚大气尾部不太喜欢,外观,1,5
塑料件比较低廉,内饰,0,4
比较大后排坐了4个大人,空间,1,5
对新手来说还是比较满意的,操控,1,5
没有肉车只有肉人,动力,0,4
比较齐全就是前面没有雷达,配置,1,5
个人觉得性价比算比较高的10几W的车该有的都有了,价格,1,5
真皮座椅坐起来感觉还不错,舒适性,1,5
买车以来一直有记录综合下来不到7升6.7左右吧主是我是在市内不开上下班不开车,配置,1,5
除了屁股难看一点其他都很好,外观,0,4
稍微简单但是低配足够了,内饰,0,4
很大最多坐了5个大人4个小孩,空间,1,5
灵敏不错,操控,0,4
加速快强,动力,1,5
简单比较够用,配置,0,4
比较高足够满足,价格,0,4
舒适不会累,舒适性,0,4
典型代表老态龙钟的设计但是这样简单的设计还是比较实用的毕竟车子是日常使用的实用就好,内饰,0,4
2012款新宝来最大的特点是英俊帅气微微低垂的车头配上独具一格的泪眼大灯清晰简洁上扬的腰线延伸至微微上翘的车尾整体给人以蓄势待发的向前动感而2012款新宝来典型的LED尾灯更给追随者以醒目的印象,外观,0,4
手动时尚米色为织布座椅简洁而细致黑色的中控台配以银色拉丝更显的稳重而时尚车门内侧拉手为明亮的镀铬配以银色拉丝和中控台形成了良好的呼应虽然整体用料塑料居多但如此颜色搭配并配以良好细致的质地使整车不会有丝毫简单疏漏之感,内饰,0,4
1.6MT在一档起步加速时平稳顺畅虽稍显迟疑但配以良好的油离配合丝毫不会逊色于其他车辆二档三档强劲给人感觉充足的储备四挡五挡则更能显示新宝来的特点加速提速紧凑有力没有丝毫的空虚感觉,动力,0,4
1.6MT5档织布座椅手动空调倒车雷达卤族大灯LED尾灯,配置,0,3
绝对超值家用首选,价格,1,5
我个人以为最好的本人2001年学的驾驶证已经十一年了开车该猛地时候也很猛一直在七个左右绝对真实本人一直按时保养如三滤助力转向油刹车油防冻液火花塞汽油滤芯等等只要该保养换的绝不心疼钱因为我觉得只要咱对车好车绝对也对咱好,配置,0,4
很一般没有什么亮点不过用料方面在同级别车中应该算是比较厚道的仪表台都是用的软材料包裹看上去很好,内饰,1,5
很不错城市里完全够用轻轻给油就有足够的,动力,1,5
很多人说车子老气方方正正的可是我觉得它非常有型很有日产特色稳重的范给人踏实的感觉线条分明外表硬朗唯一逊色点就是它的屁股翘的太高了,外观,0,4
经济实惠作为第一辆代步车不需要让人过多的在乎高速匀速100形式最佳是6.2L百公里毕业后买的第一辆车对于收入不高的我来说这个我很满意,配置,0,4
没什么好说的如果看不过去就不会买了是吧,外观,0,3
这个过的去吧,内饰,0,3
家庭用用足够了,空间,0,3
貌似转弯的时候必须慢否则有种倾斜的感觉,操控,0,3
我也不知道怎么说因为没开过高的车不好比较不过别人都说肉那应该是肉吧,动力,0,3
这个用用好像够了,配置,0,3
买宝来就是性价比真的媳妇不喜欢日本车韩国车本地没4S店,价格,0,4
可以吧还过的去,舒适性,-1,2
在路口等红的时候起步秒杀所有车辆车子的这没得说素有城市小钢炮一说再就是它的底盘高一般的路通过性很好同事们都说车子的地盘真高,配置,1,5
平稳还不错,价格,1,5
超前的尾部设计,外观,0,4
一般吧没有不足,内饰,0,3
精准手感清晰,操控,0,4
1.6的老发动机带1.3吨的车身已经相当不错了,动力,0,3
安全很好,配置,0,4
四四方方的标准的火柴盒子不太好看不过座在车里面看不到外面的！,外观,1,5
改变了以往的前脸示宽灯很前卫,外观,1,5
朴实简单,内饰,0,3
足够一家3口,空间,0,3
液压助力温指向准确,操控,0,4
起步肉3档以后很好头推背感,动力,0,3
基本够用实用,配置,0,3
性价比不错德国品质值得信赖,价格,0,4
这个这个性价比5分解释,外观,1,5
看了一下总体满意,内饰,1,5
本来想入手新捷达别的不清楚但比捷达要好一些,空间,1,5
没开过明天提车在来平价,操控,1,5
低配的我感觉还可以该有的都有了毕竟10万左右的家用车要求不能太高唯一就是没有天窗4S说3000可以加一个考虑中,配置,1,5
应该是同级别车中数一数二的,价格,1,5
很好座位背部的包裹性很好过减速带也很不错不会太硬的感觉,舒适性,0,4
没得说奥迪家族前脸绝对的大气时尚我虽然不是控但对这个也是很满意的,外观,1,5
做工精致但豪华程度和科技感与奔驰和宝马比还有差距不过我个人很喜欢,内饰,0,4
作为轿跑车不是强项但这车表现的还可以前排和后备箱非常满意后排稍显不足,空间,0,4
极佳坐到驾驶室摸到方向盘就让人生起无限驾驶欲望很多时候都舍不得丢手,操控,0,4
充沛起步加速都还算比较有力当然这和路上那些大排量的车或是性能车是没法比的,动力,1,5
方面很丰富这回也跟以前一样十分厚道尤其是安全主被动安全都比较到位,配置,1,5
性价比我觉得还是很高的外形帅气细腻十足加速迅速路感清晰座椅舒服,价格,0,3
很省油以前也没相到不过确实很省油综合8个对于2.0T的奥迪车来说是很不错了,油耗,1,5
座椅采用了内陷式设计整体的包裹性都非常好特别是前排座椅后排由于小舒适度一般,舒适性,0,4
很漂亮而且也很时尚大气前大灯设计的很是犀利线条流畅前脸看上去硬朗端庄非常不错,外观,1,5
设计的还算好吧就是觉得不那么时尚有点老古板但是用起来非常好而且材质也不错,内饰,0,4
也不错前排相当宽敞我弟弟一米八的个子坐在驾驶舱一点都不觉得局促后排也还可以了后备箱不错,空间,0,4
感很好方向盘也很精准路感清晰轮胎的抓地力很好转弯非常稳哪里都不错,操控,0,4
都没话说第一次开奥迪车相当爽只要轻踩油门就有很好的加速如果不堵车超车杠杠滴,动力,0,4
很好安全也很到位就是还要一些自选的但是都很实用最后还是花钱装上了,配置,1,5
这车的性价比肯定好品牌在哪里摆着呢加上强劲的大气的以及齐全的没得说,价格,1,5
车子开的时间不长基本也就是市区跑了不过每天上下班都会遇到堵车综合下来9.8能接受,油耗,0,3
真皮的座椅相当舒适软硬也适中就像是坐着小型的沙发一样而且腰部的支撑也非常好长途也不会累,舒适性,1,5
设计的相当优雅相当大气而且非常时尚一直非常喜欢奥迪的设计线条处理的也非常好,外观,1,5
相当简洁就是觉得缺少了点科技感不过材质相当好做工也很精细哪里看都还是蛮舒服的,内饰,0,4
还是很给力的前排非常宽敞后排满载的情况下也没有拥挤的感觉后备箱也不错,空间,0,4
感非常好方向盘指向还是非常精精准的转向也非常平顺路感也不错总体不错的一辆车吧,操控,1,5
2.0L的发动机最大马力能够达到225ps相当给力了去山里避暑爬坡性能相当强悍,动力,0,4
又加了自选的倒车影像自适应巡航和人机交互系统就非常丰富了不过为啥还有自选项目呢而且倒车影像也在其中,配置,0,4
大品牌做工精致设计的也高端大气也非常到位性价比不用说也非常好,价格,1,5
这么豪华的大家伙十足自然高一点基本上平均下来10.3左右吧我自己还是可以接受的,油耗,1,5
座椅非常舒适而且软硬适中悬挂也很好通过性也不错车内的静音效果超好所以舒适度非常满意,舒适性,1,5
拉风满意买A5的人我敢说基本上都是奔着A5绝美去滴！尤其是流线型的设计回头率很高,外观,0,4
的做工还是蛮不错的比较细致注重细节而且中控部位是我最喜欢的看上去很有科技感,内饰,1,5
比较满意的说一般情况都是两个人前排相当够用关于后排就没办法溜背导致头部感觉比较矮后备箱让我非常满意,空间,0,4
觉得还算可以助力很舒服很容易上手60过弯很轻松急弯40也无好大的压力,操控,0,4
对我来说够了尤其是作为一款轿跑A5的性还是不错的有推背感起步和百米加速都足以配得上轿跑的称号,动力,0,4
还算不错吧能满足基本需求了主被动安全都做的到位,配置,1,5
各方面性价比都比较高最满意外形时尚运动的线条扁平宽大的车头什么的也很满意,价格,0,4
还成吧前排非常舒适后排会感觉略显拥挤不过也很够用,舒适性,0,4
是偏向年轻化的路线富有很强的动感且不会浮夸腰线线条流畅的设计很独特挺好看的,外观,0,4
的造型不是太新颖但是做工很细致中控台的科技感很强各个按键可以满足日常的需求用起来也很方便,内饰,0,3
A5的基本上满意前排和后备箱还可以后排座位稍显不足坐着感觉不怎么舒服,空间,0,3
还可以感觉CVT的变速箱运动不怎么足方向盘起来很舒服就是觉得稍微轻了点路感不够清晰刹车很线性很容易就适应了,操控,0,3
2.0T的发动机起步和加速的时候输出平顺发动机与变速箱匹配的较好平时不是用来飙车所以2.0T的对于我已经足够了,动力,0,3
基本还是比较齐全的加装也有很多尤其是防盗装置的很全车内中控锁发动机防盗锁等都很实用另外还配有上坡辅助和定速巡航系统挺人性化的,配置,0,3
性价比还不错充沛做工精良很好齐全就是价钱有些偏高,价格,0,4
青春运动的流线型设计特别适合年轻人扁平的前脸顺畅的腰线尾部稍突出的尾翼使得整个车身看着非常漂亮,外观,1,5
方面总的来说还是很好看的并且做工真的不错很细腻细节方面做得很完美就是家族风格太明显好在科技感很足好看,内饰,0,4
方面我还是比较满意的最满意的就是前排和后备箱挺宽敞的后排座位稍显不足只要不是体型大的人还是没有问题的,空间,1,5
电动助力转向使得方向盘用起来比较轻指向比较精确刹车系统也很灵敏平时急刹比较少感觉这车安全系数挺高的,操控,1,5
2.0T的发动机的话绝对够用了速度上来后发挥还是挺不错的CVT变速箱真的很温柔加速很均匀感觉很舒服,动力,0,4
还算不错吧标配基本都能满足我的需求对于一款运动性的车子来说有些真的没必要但是有些核心部件又没有后来我又加装了一部分,配置,1,5
性价比还可以买车子嘛最重要的是自己喜欢就行车子的实用性很强还可以自己根据需求加装挺好的,价格,0,4
腰线日间行车灯尾LED灯堪称完美车身越看越爱越看越喜欢啊！,外观,0,4
和A4L的差不多个人更喜欢奥迪新一代的比如A6L和A7的,内饰,0,4
但是如果人多的时候后排是很挤的尾箱足够大而且掀背车的造型拿取物品很方便,空间,0,3
运动模式转向变重悬挂变硬转向精准指哪打哪不错让我躲过了很多紧急状况,操控,0,3
作为一款轿跑A5的性还是不错的起步和百米加速都足以配得上轿跑的称号,动力,0,4
真皮多功能方向盘真的很实用科技感人性化都能体现了,配置,0,4
各方面性价比都比较高最满意外形时尚运动的线条扁平宽大的车头,价格,0,4
A5的是真的没得说绝对漂亮大气时尚很多人买他就是冲着他的去的！我当然也是外貌控了,外观,0,4
奥迪的做工虽然很严谨精致但是豪华感和科技感还是有点比不上奔驰宝马之类可能也是个人喜好,内饰,0,3
前排和后备箱非常满意后排座位稍显不足但是作为轿跑定位的车型来说也足够了,空间,0,4
坐到驾驶座上摸到方向盘就有无限驾驶欲望很多朋友开着我的车就不舍的丢手感极佳,操控,0,3
的话绝对够用了当然在路上遇到那些大排量的或者性能车肯定是跑不过的,动力,0,3
人性化的安全带设置非常方便安全让人很放心,配置,0,4
外形帅气细腻十足加速迅速路感清晰座椅舒服性价比高,价格,0,4
绝对对得起A5跑车的定位流畅的车身带来的视觉效果虽然没有A7那么夸张但比起A4那十年不变的还是让人眼前一亮的,外观,1,5
略显简单家族化太明显无明显变化建议需要改进但总的来说还是很好看的并且做工真的不错,内饰,0,4
在A5的表现我认为这样的水平已经是不错的了车长没有A4的长还要搞个掀背的有这样的后排我们满意的了,空间,0,4
也没有对不起A5跑车的美名哪怕是前驱的车转向表现的可以媲美宝马的了比起以前开的凯美瑞不愧是奥迪,操控,0,4
非常强劲再挂上S档的情况下发动机发出跑车般的轰鸣声源源不断彻底把跑车的特性展现出来,动力,0,4
我认为奥迪这回也是跟以往一样的厚道主被动安全都做的到位,配置,1,5
各方面性价比都比较高最满意外形时尚运动的线条！丰富的！,价格,1,5
没得说绝对的大爱青春运动的流线设计使它适合所有的年轻人扁平的前脸顺畅的腰线尾部稍突出的尾翼,外观,1,5
做工还是下了功夫的不过就是比较守旧都是之前的但是还是觉得都不需要再套什么东西了套了反而显得档次下来了,内饰,1,5
够用一般我不喜欢拉人后排能坐进去人但是不会太舒服顶棚比较低..后备箱倒是容量挺大,空间,1,5
相比A4L更进了一波方向随叫随到非常精准尤其是我喜欢方向盘轻的省劲舒适！,操控,1,5
奥迪A5比较充沛加速给力超车很容易S挡起步推倍感较明显动机与变速箱匹配的较好,动力,1,5
防盗装置的很全车内中控锁等很实用,配置,0,4
马马虎虎接近50万的车没有一键启动舒适进入导航,价格,0,3
是我选择A5的一大理由应该说A5车主很多都是冲这个来的Sportback又不失去实用性真的是很好的一个造型设计,外观,0,4
是老牌的奥迪风格我觉得应该是跟A4同平台的原因吧A4也是这种老牌设计算是没赶上A8的品牌基因大换代的风潮咯,内饰,0,3
还不错原本以为后排会比较小的其实也还好啦个子不高坐后排还是无鸭梨的就是后排地板中间的凸起比较高中间的乘客坐着会不舒服,空间,0,3
还不错底盘很扎实路感也还不错悬挂支撑到位但是转向的手感很假指向性也不是那么的清晰感觉还是在向日常驾驶做了很大的妥协,操控,0,3
很不错加速杠杠的额怎么说咱也是45TFSI呢加速起来街上的车子能够甩开一大片有点性能跑车的意思,动力,0,3
还是很高的这个价位的车子了该有的装备都有了表罗列出来要念半天嘻嘻,配置,0,4
性价比相比国产奥迪来说其实不高不过自己喜欢就好,价格,0,4
流线型的车身看上去非常漂亮低矮的底盘设计和扁平的车身让它显得非常有运动气息前脸和尾部的造型低调稳重,外观,0,4
的设计份奥迪A4基本没有太大的变化仪表盘中控台方向盘的造型都比较熟悉材质还是一如既往的好做工也比较精细,内饰,0,3
前排和后备箱比较大后排座位头部稍显拥挤不过腿部还是比较宽松的,空间,0,3
的感觉非常好普通模式下它的输出比较柔和悬挂对车身的支撑非常好方向盘指向精准,操控,0,3
配备的3.0L的发动机带来非常强劲的当挂上S档发动机转速超过2000车子的表现非常出色,动力,0,3
配备了随速助力转向调节功能让方向盘的力度可以随着速度的提升而逐渐变重极大地提升了行车的,配置,0,3
在同价位的进口车中这款车无论是性能还是都营造出极为舒适的感觉个人觉得比较超值,价格,0,4
整体的设计非常漂亮车身线条圆润柔美看上去非常有运动感标志性的前脸和尾部设计变动不大,外观,0,4
的总体感觉非常好仪表盘的的造型非常活泼方向盘的手感也不错变速箱操作部分还增添了实木装饰非常上档次,内饰,0,3
内部的还算是比较宽敞的前后排的腿部都比较宽松舒适头部也完全没问题,空间,0,3
方向盘的感觉比较好路感清晰指向性也比较精准回馈的力度也比较合适底盘调教也比较舒服,操控,0,3
配备的是1.8L涡轮增压发动机输出非常强劲在日常的城市驾驶中它的表现非常不错让人随心所欲,动力,0,3
配备了自动驻车系统对于一些停车不在行的车主来说简直是太方便了此外还配备了后视镜电动加热和电动折叠功能非常实用,配置,0,3
相比同价位的其他车辆这款车的和性能还是相当有优势的而也是非常漂亮上档次,价格,0,4
车身的设计充满了完美的曲线显得非常活泼运动较低的底盘让车辆显得扁平运动感十足,外观,0,4
的设计非常高端豪华所用的材料都比较好做工也比较精细方向盘的手感也很出色,内饰,0,3
前后排的乘坐都非常舒服前排尤其宽松后排的腿部也非常大车内储物比较宽松后备箱的也比较大,空间,0,3
整体感觉非常稳方向盘的也比较轻松而且很准确指到哪儿就能到哪儿很容易上手操作,操控,0,3
这款车的比较足油门响应也比较快速直接加速的表现也非常好偶尔飙车超车感觉非常爽,动力,0,3
配备了车身动态稳定控制系统让车辆在行驶时非常安全在高速上也非常安全此外还配备了前大灯自动清洗功能雨天比较有用,配置,0,3
这款车的性价比我个人非常满意它的设计非常豪华也相当精致整体感觉非常有档次感,价格,0,4
是很运动的那种感觉在它身上我仿佛能够看到A5竞速时的场景真的是很运动的一个造型大尺寸的车身也很有范,外观,0,4
就比较普通了不过环抱式的那种感觉我还是很喜欢的全时四驱也很好玩虽然我都不知道它何时在帮助我感觉很有豪华感,内饰,0,3
真的很大四门四座的设计很实用比COUPE车型实用些上下车很方便呵呵,空间,0,4
性非常棒尤其是跑高速路的时候很稳当的感觉方向盘指向精准不过这可是一台跑车方向的手感还是没那么有激情A5在跑车中还算是老实的车子,操控,0,4
非常充沛随踩随有3.0T的发动机真的很给力放在这台A5身上真的是大马拉小车了不过这也是所有运动车型的特点,动力,1,5
很高各种豪华和高科技真的是一分钱一分货呀！,配置,0,4
在跑车中性价比还是不错的,价格,0,4
真的很骚气和普通的A5不同的是sportback的更加的漂亮更优雅大气是除了奥迪A7之外最漂亮的车型了,外观,0,4
就不那么好看了居然还是老式奥迪的那种中控台真是让人累觉不爱要是是奥迪A7的那种就完美了升起来的屏幕多好看,内饰,0,3
还不错A5这车也不是卖的车子能做到现在这样不狭窄我就非常满意了平时也是我一个人用车多后座很少坐人,空间,0,3
还不错就是方向盘的转向比较假感觉阻尼感和路感都不怎么真实的感觉整体来说还是很好开的一辆车,操控,0,4
真叫一个爽脚只要轻踩油门踏板就能获得一个还不错的加速要是你想找点乐子把油门深踩那推背感超过了绝大多数的轿车了,动力,0,4
很多A5的表上的点点表有的喜欢用圆点点标记比天上的星星还要多哈哈毕竟价钱摆在那里呢,配置,0,3
性价比其实不那么好但是既然选择小众个性那当然得做出一点牺牲我还是很愿意的,价格,0,4
车身的整体设计非常流畅优雅犀利的前大灯看上去非常醒目车子底盘很低前脸显得宽大极具进攻性,外观,0,4
比较一般做工还比较精致中控台的造型非常好看功能清晰分区明确仪表盘的设计也非常非常有科技感,内饰,0,3
1米8的人坐进去头部至少有1拳腿部也足够宽车内储物非常宽后备箱比较紧张,空间,0,3
